entity1	theme	entity2
186re_nr-lu-13	treatment	adenocarcinoma
25-hydroxyvitamin_d	treatment	non-hispanic_whites
5-asa	treatment	acute_disease
4,5-dihydroxyimidacloprid	treatment	toxicity
131i-6beta-iodomethyl-19-norcholesterol	treatment	renal_cell_carcinoma
12-o-tetradecanolyphorbol-13-acetate	treatment	decreased_hyperplasia
2-cda	treatment	low-grade_lymphomas
25-hydroxyvitamin_d	treatment	hypertension
3-methylcyclopentanone	treatment	cd
131i-metaiodobenzylguanidine	treatment	intestinal_carcinoids
17-hydroxy_steroid	treatment	liver_injury
5alpha-androstan-17-one	treatment	obesity
3-nitropropionic_acid	treatment	neurologic_disease
3h-leucine	treatment	tumor
1,25_dihydroxyvitamin_d	treatment	osteoporosis
2-dg	treatment	scn
131-iodine	treatment	renal_failure
1-chloroacetophenone	treatment	toxicity
3-isobutyl-1-methylxanthine	treatment	tension
3nt	treatment	death
5-ala	treatment	glioblastomas
2-deoxy-d-glucose	treatment	leukemia
14c-glycocholate	treatment	diabetic_diarrhoea
25-oh_vitamin_d	treatment	fibromyalgia
3-methylglutaconic	treatment	aciduria
4-oht_gel	treatment	estrogen_receptor-positive_breast_cancer
5-aminolevulinic_acid	treatment	cerebral_glioblastoma
25-hydroxycholecalciferol	treatment	hypertensive
13c-urea	treatment	active_infection
125i-tu	treatment	melanoma
3-ma	treatment	ih
5-aminolevulinic_acid	treatment	endometriosis
2,3-dehydrosilybin	treatment	liver_injury
1,4-gl	treatment	epidermal_hyperplasia
4-o-methylpyridoxine	treatment	food_poisoning
4-mu	treatment	ha
1,3-butadiene	treatment	bd
2-pyridyl_cyclohexanone	treatment	esophageal_carcinoma
3-daus	treatment	pd
25-hydroxyvitamin_d3	treatment	pakistanis
25-hydroxyvitamin_d3	treatment	renal_failure
1-nitronaphthalene	treatment	pulmonary_and_hepatic_toxicity
4-hydroxybenzoic_acid	treatment	als
2-aminofluorene	treatment	toxicity
5-ala	treatment	tumors
2,3-dimercaptopropanol	treatment	developmental_anomalies
1-o-octadecyl-2-o-methyl-sn-glycerol-3-phosphocholine	treatment	breast_cancer
4-hydroperoxycyclophosphamide	treatment	acute_myeloblastic_leukemia
15-hete	treatment	hypoxia
17-allylamino-17-demethoxygeldanamycin	treatment	tumors
3h-1,25-dihydroxyvitamin_d3	treatment	postcholecystectomy_t-tube_drainage
13c-acid	treatment	gastric_emptying
2-0-tetradecanoyl-phorbol-13-acetate	treatment	pkc
17b-estradiol	treatment	memory_deficits
25-hydroxy_vitamin_d	treatment	asthmatic
14c-radiolabelled_elliptinium_acetate	treatment	breast_cancer
5-ala	treatment	bladder_tumors
17-ohp	treatment	pp
2dg	treatment	tumours
3-hydroxypropionic_aldehyde	treatment	toxicity
1alpha-hydroxy_vitamin_d3	treatment	cardiovascular_mortality
2-fa	treatment	toxicity
3-methyladenine	treatment	hippocampal_injury
2,3,5-triphenyltetrazolium_chloride	treatment	brain_injury
2-dg	treatment	blastocysts
17-ketosteroid	treatment	brucellosis
2,3-diphosphoglycerate	treatment	septic_shock
2-aminosteroid	treatment	cml
20-hete	treatment	middle_cerebral_artery_occlusion
4-aminopyridine	treatment	disorders_of_eye_movements
2,4_dncb	treatment	hypersensitivity
5-aminosalycilates	treatment	cd
3-hmp	treatment	platelet_aggregation
11c-labeled_acetate	treatment	non-coronary_artery_disease
2-ethylpyridine	treatment	mitochondrial_damage
1,2-dimethylhydrazine	treatment	colon_carcinogenesis
4-demethoxydaunorubicin	treatment	prolymphocytic_leukemia
11c-met	treatment	gliomas
17alpha-hydroxyprogesterone	treatment	21-hydroxylase_deficiency
1-alpha-acetylmethadol	treatment	heroin_dependence
2-vo	treatment	vascular_dementia
2-cholorodeoxyadenosine	treatment	cancer
2-phenylethynesulfonamide	treatment	heat_shock
1-aminocyclopropanecarboxylic_acid	treatment	spinal_cord_ischemia
3-methoxy-4-hydroxyphenylethylene-glycol	treatment	endogenous_depression
2-methylpiperazine	treatment	crystallographic_disorder
4-nitrophenol	treatment	leydig_cells_hyperplasia
4-nitroguinoline-1-oxide	treatment	xeroderma_pigmentosum
5-aminoimidazole-4-carboxamide-1-beta-4-ribofuranoside	treatment	all
4-aminopyridine	treatment	overdose
20-hydroxyecdysone	treatment	vegetation_dependence
18f-fdg	treatment	adenoid_cystic_carcinoma
5-ala	treatment	lymph_node_metastasis
4-hydroxy-2-nonenal	treatment	cancer
3,4-methylenedioxymethamphetamine	treatment	cardiac_arrhythmias
1-hydroxypyrene	treatment	psoriasis
25-hydroxyvitamin_d	treatment	hypocalcemia
3,5-diiodo-l-thyronine	treatment	diabetic_nephropathy
4-aminopyridine	treatment	sci
2,3-dimercaptopropanol	treatment	poisoning
4-hydroxytamoxifen	treatment	adenocarcinomas
3-deazauridine	treatment	morris_hepatoma
2-cda	treatment	multisystem_disease
3-substituted_aryl_oxindole	treatment	tumor
25-oh-vitamin_d	treatment	tm
25-hydroxyvitamin_d	treatment	congenital_heart_diseases
4-vinyl-1-cyclohexene_diepoxide	treatment	toxicity
2ccpa	treatment	ssc
1790n	treatment	fracture
131-meta-iodo-benzylguanidine	treatment	tumours
4-epidoxorubicin	treatment	pancreatic_carcinoma
5,14-hedge	treatment	hypotension
2-aap	treatment	tumor
3,4-methylenedioxymethamphetamine	treatment	molecular_imprinted_polymer
25-hydroxyvitamin_d	treatment	clinically_isolated_syndromes
10-ethyl-10-deaza-aminopterin	treatment	squamous_cell_carcinoma
2-pmpa	treatment	stroke
3tc	treatment	leukemia
1-beta-d-arabinofuranosylcytosine	treatment	mastocytoma
2-amino-7-phosphonoheptanoic_acid	treatment	epilepsy
3bp	treatment	hcc
2-aminopurine_deoxyribose_triphosphate	treatment	epstein-barr_virus
17-aag	treatment	tumours
2,4-dinitrobenzene_sulfonic_acid	treatment	colitis
25-hydroxyvitamin_d	treatment	depressive_symptoms
1-pentanol	treatment	toxicity
16,16-dimethyl_prostaglandin_e2	treatment	deep_necrotic_lesions
2,4-decadienal	treatment	cancer
3-omg	treatment	glut1_deficiency
2-chloroethyl_ethyl_sulfide	treatment	mustard_gas
4-trifluoromethylumbelliferyl-alpha-l-iduronide	treatment	alpha-l-iduronidase_deficiency
3-mi	treatment	pneumonitis
17b-estradiol	treatment	ovarian_surface_epithelium
18f-fdg	treatment	breast_tumors
1-npz	treatment	melanoma
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	wild-type
14c-orotic_acid	treatment	ad
5-aminolevulinic_acid	treatment	malignant_glioma
3h-thymidine	treatment	atopic_dermatitis
17b-estradiol	treatment	xerostomia
4ohcp	treatment	breast_cancer
2-dg	treatment	toxicity
3-amino-1,2,4-triazole	treatment	ms
1-aminonaphtalene	treatment	mitochondrial_dysfunction
15-methyl-pgf2_alpha_methyl_ester	treatment	complete_abortion
2-ag	treatment	crc
1,25-dihydroxyvitamin_d3	treatment	secondary_hyperparathyroidism
1,3-dp-melphalan	treatment	adult_worms
17-beta-estradiol	treatment	endometrial_adenocarcinoma
2-cda	treatment	initial_pancytopenia
3hp	treatment	ltbi
12-o-tetradecanoylphorbol-13-acetate	treatment	acute_nonlymphocytic_leukemia
2,5-dimethylphenol	treatment	cytotoxicity
111in-pentetreotide	treatment	neuroendocrine_tumors
25-hydroxyvitamin_d	treatment	chronic_liver_disease
5-aminosalicylic_acid	treatment	colorectal_cancer
3-methoxy-4-hydroxyphenylglycol	treatment	mbd
19-nor-deoxycorticosterone	treatment	low-renin_hypertension
123i-tyr3-octreotide	treatment	islet-cell_tumors
4-aminopyridine	treatment	downbeat_nystagmus
1,4-naphthoquinones	treatment	mao
18f-fdg	treatment	gastrointestinal_lesions
18f-fluoro-2-deoxyglucose	treatment	sarcoidosis
177lu-dotatate	treatment	neuroendocrine_tumor
1,2-dimethylhydrazine	treatment	npc
17beta-estradiol	treatment	metabolic_inhibition
17-ketosteroids	treatment	lung_cancer
17beta-estradiol	treatment	cervical_cancer
111in-pentetreotide	treatment	neural_crest_tumors
3beta-hydroxysteroid	treatment	bovine_ovaries_toward_dehydroepiandrosterone
25-hydroxyvitamin_d	treatment	rms
2-aminopurine	treatment	premature_mitosis
18f-fluorodeoxyglucose	treatment	gastroenteropancreatic_neuroendocrine_tumors
3-nitropropionic_acid	treatment	neurological_impairment
1-25-hydroxyvitamine_d	treatment	increases_vascular_calcification
3-aminobenzamide	treatment	edema
17-ohcs	treatment	carcinoma_of_the_breast
3,4-diaminopyridine	treatment	lems
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	toxicity
4beta-phorbol_12-myristate	treatment	pkc
1,8-cineole	treatment	contact_toxicity
3,4-methylenedioxymethamphetamine	treatment	death
16-mercaptohexadecanoic_acid	treatment	self-assembled_monolayers
4-oh-tamoxifen	treatment	breast_carcinoma
17-aag	treatment	melanoma
1,2-dithiole-3-thione	treatment	tumour
17-allylamino-17-demethoxygeldanamycin	treatment	breast_cancer
4-thiouridine	treatment	reduction_of_oedema
2,4,6-triethylenimino-s-triazine	treatment	tumors
4-aminopyridine	treatment	eaton-lambert_syndrome
5-ala	treatment	metastasis
17beta-estradiol	treatment	cerebral_vasospasm
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	nigrostriatal_degeneration
3h-qnb_and_3h-pirenzepine	treatment	neonatal_anoxia
5-aminolevulinic_acid	treatment	cervical_intraepithelial_neoplasia
4-ap	treatment	neuromuscular_blockade
5-aminolevulinic_acid	treatment	spinal_meningioma
18-methoxycoronaridine	treatment	obesity
22-oxacalcitriol	treatment	hypercalcemia
20-methylcholanthrene	treatment	nephrosclerosis
25-hydroxyvitamin_d	treatment	rarer_cancers
3h-glucosamine	treatment	dental_papilla
15-hydroxy-eicosatetraenoic_acid	treatment	colorectal_cancer
3-hydroxybutyrate	treatment	ketosis
2,3-dihydroxy-6-nitro-7-sulfamoyl-benzoquinoxaline-2,3-dione	treatment	seizures
3-nitropropionic_acid	treatment	hyperthermia
5-aminosalicylic_acid	treatment	colonic_inflammation
18f-fdg	treatment	trichoblastic_carcinoma
3-ap	treatment	pel
5-aminolevulinic_acid	treatment	cervical_cancer
1-alpha-hydroxy_vitamin_d3	treatment	bone_disease
5,7-dht	treatment	learning_and_memory_impairment
16,16-dimethyl_prostaglandin_e2	treatment	gastric_mucosa_damage
2,3,5-triphenyltetrazolium_chloride	treatment	ischemic_lesion
5-aminovaleric_acid	treatment	depressor
3-o-methyl-d-glucose	treatment	tumors
1-methyl-3-nitro-1-nitrosoguanidine	treatment	chromosome_aberrations
17b-hydroxysteroid	treatment	pseudohermaphroditism
18_f-fdg	treatment	non-small_cell_lung_cancer
1-beta-d-arabinofuranosylcytosine	treatment	acute_leukemias
3-deoxy-2-substituted_pentacyclic_triterpenes	treatment	metabolic_diseases
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine_hydrochloride	treatment	dyskinesia
3-o-methyl-d-glucose	treatment	infection
2-oxoacid	treatment	pdc
1,25-dihydroxyvitamin_d	treatment	hypophosphatemia
2,4,6-trinitrobenzene_sulphonic_acid	treatment	inflammatory_bowel_disease
3-hk	treatment	cardiac_lesions
17b-estradiol	treatment	oligodendrocyte_cell_death
1-dnj	treatment	hyperglycemia
2-ethoxyethanol_acetate	treatment	toxicity
14c-amino_acids	treatment	malaria
2na	treatment	bladder_carcinogens
22-oxacalcitriol	treatment	diabetes
3-alkynyl_selenophene	treatment	seizures
21-aminosteroid_u-74389g	treatment	endotoxemia
5-asa	treatment	crohn_disease
18f-fluorodeoxyglucose	treatment	arteritis
15-m-pge1	treatment	pleural_effusions
3-methylcholanthrene	treatment	lung_squamous_cell_carcinoma
5-aminolevulinic_acid	treatment	bd
3h-tyrosine	treatment	phenylketonuria
3,4-diaminopyridine	treatment	fatigue
2,4-dinitro-1-fluorobenzene	treatment	ear_swellings
3cl-tyr	treatment	copd
1,6-dnp	treatment	sarcomas
4-tert-butylphenyl_ester	treatment	platelet_aggregation
17_beta-oestradiol	treatment	rbc
1,4-dithiane	treatment	subchronic_toxicity
18f-fdg	treatment	salivary_gland_carcinomas
3_pufas	treatment	hyperplasia
2,3-dpg	treatment	hypophosphatemia
2,4-d	treatment	hepatoma
1,4,5-trialkyl-2-thioimidazole	treatment	platelet_aggregation
5,6_beta-epoxy-5_alpha-cholestan-3_beta-ol	treatment	hypercholesterolemic_plasma
3,6-dihydroxyflavone	treatment	breast_cancer
25-hydroxyvitamin_d3	treatment	hc
1,5-ag	treatment	cardiovascular_events
3h-1,2-dithiole-3-thione	treatment	detoxification_of_environmental_carcinogens
1-beta-d-arabinofuranosyl-cytosine	treatment	acute_leukemia
15d-pgj2	treatment	neurodegenerative_diseases
12-o-tetradecanoylphorbol-13-acetate	treatment	adenocarcinoma
4-hc	treatment	unit-leukemia
18f-fluoropaclitaxel	treatment	breast_cancer
4-nitroquinoline-1-oxide	treatment	squamous_cell_carcinoma
3tc	treatment	hiv-1_strains
1-beta-d-arabinosyl_cytosine	treatment	acute_myeloid_leukemia
4-chloro-2-hydroxybenzoic-acid-n-butylamide	treatment	dermatitis
1-bromopropane	treatment	disinhibition
12-o-tetradecanoylphorbol-13-acetate	treatment	promyelocytic_leukemia
2-hexyl_cyanoacrylate	treatment	cerebral_arteriovenous_malformations
13c-urea	treatment	helicobacter_pylori_infection_of_gastric_mucosa
2,3-dinorthromboxane_b2	treatment	myocardial_infarction
1-3galnac	treatment	kcs
17beta-estradiol	treatment	hypertensive
125iodine	treatment	prostatic_cancer
2,4-d	treatment	tumor
11-cis-retinal	treatment	diabetic
2pf	treatment	lung_inflammation
2-methoxyestrone	treatment	breast_cancer
18f-fluorodeoxyglucose	treatment	tumor_aggressiveness
4-vo	treatment	learning_deficits
5,8,11,14-eicosatetraenoic_acid	treatment	asd
2-chlorodeoxyadenosine	treatment	hairy_cell_leukemia
5-ala	treatment	glioma
11c-choline_positron	treatment	localized_prostate_cancer
1-bp	treatment	learning_and_memory_deficits
24-epibrassinolide	treatment	toxicity
3h-thymidine	treatment	tumour
123i-iomazenil	treatment	seizures
1,2-dimethylhydrazine_dihydrochloride	treatment	na
3-pehpc	treatment	multiple_myeloma
2cda	treatment	sm
5-aminolaevulinic_acid	treatment	non-melanoma_skin_cancers
123i-imp	treatment	malignant_lymphomas
1-beta-d-arabinofuranosylcytosine	treatment	leukemia
1_alpha_hydroxy_cholecalciferol	treatment	psoriasis
1,2-dimethylhydrazine	treatment	multiple_colorectal_adenocarcinomas
5-aminoimidazole-4-carboxamide_ribonucleoside	treatment	hemorrhagic_shock
3-0-toloxy-1,2-propanediol	treatment	hemiplegia
2d-pc-mra	treatment	claudication
1,2-diacylglycerol	treatment	hypertensive
5-ala	treatment	cancerous_oral_mucosa
2,4,6-trinitro-benzenesulfonic_acid	treatment	mucosal_injury
1,25_dihydroxyvitamin_d3	treatment	chronic_renal_failure
5-amino-4-oxopentanoic_acid	treatment	brain_tumours
1-o-tetradecanoylphorbol-13-acetate	treatment	pkc
5-ala	treatment	cancer
3-methoxy-4-hydroxyphenylglycol	treatment	manic-depressive_illness
20-methylcholanthrene	treatment	massive_coagulative_hepatic_necrosis
223racl2	treatment	metastasis
11-methyl-17-ketone	treatment	leukaemia
18f-dopa	treatment	brain_inflammation
177lu-dotatate	treatment	neuroendocrine_tumors
17aag	treatment	tumors
25-hydroxyvitamin_d	treatment	psychosis
5alpha-pregnan-3alpha-ol-20-one	treatment	lordosis
3_mu	treatment	chronic_hepatitis_delta_virus_infection
3-nitrotyrosine	treatment	hu
2-deoxy-d-glucose	treatment	tumour
3,4-diaminopyridine	treatment	myasthenia_gravis
3h_thymidine	treatment	immaturity
13-mtd	treatment	t-nhl
2-aaf	treatment	hepatoma
5-aminolevulinic_acid	treatment	hepatocellular_carcinoma
18f-fdg	treatment	melanoma
2-piminidazole	treatment	hypoxia
3-phenylpropyl_isobutyrate	treatment	toxicity
2-arylethyl_4-cyanobenzoates	treatment	type_ii_fragmentation
1,3,4-thiadiazine	treatment	pancreatitis
4-pba	treatment	bone_loss
3-deazaadenosine_a	treatment	ischaemic_brain_injury
3-angelate	treatment	pkc
12-o-tetradecanoylphorbol_13-acetate	treatment	myeloid_leukemia
4-aminosalicylic_acid	treatment	ulcerative_colitis
5-aminolevulinic_acid	treatment	neuroepithelial_tumors
25-hydroxyvitamin_d	treatment	fibromyalgia
13-cis-retinoic_acid	treatment	aml
3h_thymidine	treatment	chronic_lymphatic_leukaemia
1-methyl-1,2,3,4-tetrahydro-beta-carboline-3-carboxylic_acid	treatment	eosinophilia-myalgia_syndrome
2,4:3,5-dibenzylidene-d-xylose-diethyl_dithioacetal	treatment	diabetic
2,4-d	treatment	liver_damage
25-hydroxy_vitamin_d	treatment	t1d
1-thyroxine	treatment	hyperthyroid
2-acetylaminofluorene	treatment	liver_cysts
5,7-dihydroxytryptamine	treatment	analgesia
5-alpha_steroid	treatment	reductase_deficiency
4-methylumbelliferone	treatment	experimental_autoimmune_encephalomyelitis
3tc	treatment	hcc
4aaqb	treatment	hcc
15-methylprostaglandin_f2_alpha	treatment	uterine_rupture
1,25-dihydroxyvitamin_d	treatment	inflammatory_myofibroblastic_tumour
15nh4cl	treatment	atherosclerosis
3-oxypyridine	treatment	depression
3-epica	treatment	cancer_model_systems
3-methoxy-4-hydroxyphenylglycol	treatment	hyperactivity
4-nqo	treatment	cm
3tc	treatment	ftc
25-ohd	treatment	metabolic_bone_disease
17_beta-estradiol	treatment	cancer
14c-iodoantipyrine	treatment	cerebral_blood_flow
1-nitropyrene	treatment	toxicity
123i-mibg	treatment	myocardial_sympathetic_dysfunction
13_cis-retinoic_acid	treatment	hypercalcemia
4-hydroxy-2-nonenal	treatment	cytotoxicity
2-chloroadenosine	treatment	clonic_seizures
2-deoxyglucose	treatment	carcinogenesis
1,2-dimethyl-3-hydroxypyrid-4-one	treatment	iron_in_beta_thalassaemia
3-methylglutaconic	treatment	sensorineural_hearing_loss
3,4-methylenedioxyamphetamine	treatment	hyperpyrexia
4-aminopyridine	treatment	benign_prostatic_hyperplasia
5-aminosalicylic_acid	treatment	cancer
17-aag	treatment	nhl
2-methoxyethanol	treatment	anemia
15d-pgj	treatment	death
131i	treatment	differentiated_thyroid_cancer
12-o-tetradecanoyl-phorbol-13-acetate	treatment	chinese_hamster_ovary
1.8-cineol	treatment	asthma
2-methyl-1,4-naphthoquinone	treatment	cancer
2-chlorodeoxyadenosine	treatment	leukaemia
2-cda	treatment	aml
4-hydroxy-2-oxoglutarate	treatment	hoga1_deficiency
18f-fdg	treatment	malignancies
1,3-dic8	treatment	pkc
125iodine	treatment	colorectal_adenocarcinoma
1,3,7-tripropylxanthine	treatment	behavioral_depression
2-mca	treatment	cytotoxicity
4-hydroxybutyrate	treatment	hereditary_disorder
24,25-dioh-d3	treatment	renal_osteodystrophy
4-aminopyridine	treatment	neuronal_damage
4-shogaol	treatment	breast_cancer
20_alpha-hydroxysteroid	treatment	neoplasms
5-aminoimidazole-4-carboxamide-1-riboside	treatment	renal_hypertrophy
18f-fluorodeoxyglucose	treatment	large-vessel_vasculitis
25-hydroxyvitamin_d	treatment	cryptococcal_meningitis
13-cis-ra	treatment	peripheral_t-cell_lymphoma
4-shogaol	treatment	metastasis
1-methyl-2-mercaptoimidazole	treatment	hyperthyroidism
3-bromopyruvate_acid	treatment	neuroblastoma
4-n-hydroxy-l-2,4-diaminobutyric_acid	treatment	gs
5-aminosalicylic_acid	treatment	pancreatitis
17-ketosteroid	treatment	vasomotor_rhinitis
13-cis-retinoic_acid	treatment	prostate_cancer
1-deamino-8d-arginine_vasopressin	treatment	hyponatremia
4-demethoxydaunorubicin	treatment	advanced_breast_cancer
1-methylnicotinamide	treatment	diabetic
3-methyladenine	treatment	toxicity
2-acetylaminofluorene	treatment	metaplasia
2-methoxyindole-2-carboxylic_acid	treatment	hyperglycemia
2,4,6-triamino-pyridimyl-5-azobenzene	treatment	inoculation_of_herpes_simplex_virus_type_1_limits_the_influence_of_the_virus_infection
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	a_parkinson-like_syndrome
18_f-fdg	treatment	tg
4-hne	treatment	psp-ns
3-nitrotyrosine	treatment	cse
2-chlorodeoxyadenosine	treatment	lymphoproliferative_disorders
2-tetradecylglycidic_acid	treatment	inhibitor_of_long-chain_acylcarnitine_transferase-i
5-aminolevulinic_acid	treatment	oral_squamous_cell_carcinoma
11-hydroxycorticosteroids	treatment	myocardial_infarct
2-hydroxyl	treatment	catalyzed_by_beta-galactosidase
3-brpa	treatment	toxicity
1-amino-3-borono-cyclopentanecarboxylic_acid	treatment	glioma
131i-metaiodobenzylguanidine	treatment	neural_crest_tumours
18f-flutemetamol	treatment	cognitive_symptoms
2-substituted_dipyridodiazepinones	treatment	reverse_transcriptase
12-0-tetradecanoyl_phorbol_13_acetate	treatment	b-cll
18f-fdg	treatment	primary_lesion
2-methylfuran	treatment	necrosis
13-cis-retinoic_acid	treatment	complete_disappearance_of_the_tumour
1,4-dioxane	treatment	rp
5-aminolevulinic_acid	treatment	cord_ependymomas
1-deamino-8-d-arginine_vasopressin	treatment	diabetes_insipidus
17b-estradiol	treatment	brain_inflammation
10b-bpa	treatment	glioblastoma
1-phenylcyclohexene	treatment	metabolic_disposition
13c-caffeine	treatment	fibrosis
5-aminolevulinic_acid	treatment	skin_melanoma
3,5-diiodo-l-thyronine	treatment	hepatoma
3-bromopyruvate	treatment	hepatocellular_carcinoma
2,3-dimercapto-1-propanesulphonic_acid	treatment	peripheral_neuropathy
4-hydroxybutyric_acid	treatment	succinic_semialdehyde_dehydrogenase_deficiency
3-nitrotyrosine	treatment	bd
17b-estradiol	treatment	vaginal_atrophy
5,6-dimethylxanthenone-4-acetic_acid	treatment	cancer
123i-metaiodobenzylguanidine	treatment	heart_failure
17-n-allylamino-17-demethoxygeldanamycin	treatment	lps
1-tetradecene	treatment	self-assembled_monolayers
2,4-dinitrochlorobenzene	treatment	atopic_dermatitis
1_alpha-hydroxycholecalciferol	treatment	decrease_in_the_number_of_swollen_and_tender_joints
2-arachidonoylglycerol	treatment	tle
17aag	treatment	breast_cancer
25-ohd	treatment	uia
3,4-dihydroxy-l-phenylalanine	treatment	cancer
4-app	treatment	enlargement_of_the_adrenal_cortex_and_its_zona_fasciculata
18f-fspg	treatment	tumor
1,25-dihydroxycholecalciferol	treatment	hypophosphataemic_osteomalacia
25ohd	treatment	diabetes_mellitus
3,4,5-tri-o-caffeoylquinic_acid	treatment	cancer
12-o-tetradecanoyl-phorbol-13_acetate	treatment	protein_kinase_c
4-mu	treatment	ovarian_cancer
17_tetrahydroisoquinoline	treatment	neuroblastoma
17b-estradiol	treatment	arthritis
1,25-dihydroxyvitamin_d3	treatment	promyelocytic_leukaemia
1,4-cyclohexanecarboxylates	treatment	asthma
17b-estradiol	treatment	ligand_binding_domain
17-beta_estradiol	treatment	ht
17-hydroxycorticosteroids	treatment	rheumatoid_arthritis
17-ohp	treatment	preterm_birth
4-oh-cb-107	treatment	mdi
17b-estradiol	treatment	hdp
5-aminolevulinic_acid	treatment	endometrial_cancer
3-n-alkyphthalide	treatment	glioblastoma_multiforme
5-asa	treatment	bd
123i-mibg	treatment	tumors
4-isopropyl-dibenzoylmethane	treatment	dermatitis
1-methylpropyl_2-imidazolyl_disulfide	treatment	aml
2,4-d	treatment	myopathy
13-cis_retinoic_acid	treatment	hormone_refractory_prostate_cancer
3,4-dehydro-dl-proline	treatment	amnesia
5-aminolevulinic_acid	treatment	basal_cell_carcinoma
2-dg	treatment	gastric_cancer
20-hete	treatment	myocardial_injury
17-b_oestradiol	treatment	pms
17-ketosteroids	treatment	leukaemia
3-methylsulfonyl-dde	treatment	cytotoxicity
25-hydroxy_vitamin_d	treatment	pcos
14c-d-xylose	treatment	bacterial_overgrowth
3-n-alkyloxyestradiol	treatment	prostate_cancer
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	hypoxia
4-hydroxynonenal	treatment	hf
11c-choline	treatment	prostate_cancer
4nqo	treatment	hnscc
14,15-epoxyeicosatrienoic_acid	treatment	hypertensive
12-o-tetradecanoyl_phorbol-13_acetate	treatment	hcc
111in-octreotide	treatment	adenomas
4-dihydroxyl-phenyl_lactic_acid	treatment	myocardial_injury
17-ketosteroids	treatment	prostatic_hypertrophy
2-deoxy-d-glucose	treatment	lung_cancer
5-ala	treatment	intramedullary_ependymoma
18f-flortaucipir	treatment	atrophy
19-nor-contraceptives	treatment	ovarian_tumours
1-cortienic_acid	treatment	cd
1,25-d	treatment	breast_cancer
3-da	treatment	ali
3-nitrotyrosine	treatment	hd
2-bromoethylamine	treatment	papillary_necrosis
3-chloro-5-trifluoromethylpyridine-2-carboxylic_acid	treatment	growth_disorder
17_beta-estradiol	treatment	ischemia
17beta-estradiol	treatment	hypothalamus
25-hydroxyvitamin_d	treatment	allergy
13-cra	treatment	mds
3-bromo_and_3-iodo	treatment	falciparum
3-nitrotyrosine	treatment	lpk
4-methoxy-tpa	treatment	weak_tumor
3-methyl-1-butanol	treatment	infection
3-np	treatment	dystonia
5,7-dichloro-8-hydroxyquinaldine	treatment	amebiasis
3-hydroxyglutarate	treatment	ga
12,13-epoxytrichothecenes	treatment	toxicosis
18f-fdg	treatment	ovarian_malignancy
18f-fdg	treatment	atheroma
5-aiq	treatment	artery_occlusion_shock
2-hg	treatment	glioblastoma
4-methylbenzoic_acid	treatment	toxicity
3-ohba	treatment	diabetic
3-bp	treatment	tumors
1,25-dihydroxyvitamin_d	treatment	congenital_osteopetrosis
18f-fibt	treatment	neurodegenerative_diseases
2-ag	treatment	middle_cerebral_artery_occlusion
3-methylcholanthrene	treatment	skin_tumors
18f-fdg	treatment	systemic_sarcoidosis
1,6-naphthyridine-7-carboxamide	treatment	cancer
2-hydroxybenzoylglycine	treatment	uremia
2-bfi	treatment	eae
11-dehydro-cs	treatment	cs
18oxof	treatment	hyperaldosteronism
3-nitropropionic_acid	treatment	huntington_disease-like_symptoms
4-aaqb	treatment	liver_cancer
4-hydroxy-3_methoxy_mandelic_acid	treatment	ulcerative_colitis
25-hydroxyvitamin_d	treatment	adhd
5-aminosalicylic_acid	treatment	pulmonary_arterial_hypertension
18f-dvip	treatment	breast_carcinomas
17beta-estradiol	treatment	pcos
2,4-d_butylate	treatment	delirium
18-hydroxy_11-deoxycorticosterone	treatment	hypertension
12-o-tetradecanoyl-phorbol-13-acetate	treatment	pkc
1alpha-hydroxycholecalciferol	treatment	chronic_renal_failure
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	atrophy
4-hydroxynonenal	treatment	pain
13-cis-retinoic_acid	treatment	basal_cell_carcinoma
131iodine	treatment	dtc
4-hydroxynonenal	treatment	atherosclerotic_lesions
3-hydroxy-3-methylglutaryl_coenzyme-a	treatment	type_ii_hyperlipoproteinaemia
131i-metaiodobenzylguanidine	treatment	acute_myeloid_leukemia
2-chloroadenosine	treatment	hypotension
111in-dtpa-peptide-biotin	treatment	tumor
2-cda	treatment	bone_lesions
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	infection_of_kidney_cells
23bd	treatment	toxicity
1,25-dihydroxyvitamin_d3	treatment	increase_in_the_number_of_osteoclastlike_cells
18-oxocortisol	treatment	gsa
1-o-octadecyl-2-o-methylglycero-3-phosphocholine	treatment	tumors
4-14c-t	treatment	testicular_tumour
1-methylinosine	treatment	cancer
1,4-di-n-oxide-quinoxaline-2-ylmethylene_isonicotinic_acid_hydrazide	treatment	tuberculosis
3-dimethylaminopropylamine	treatment	occupational_allergic_contact_dermatitis
1-methiq	treatment	seizures
17beta-estradiol	treatment	breast_adenocarcinoma
1,25-hydroxyvitamin_d	treatment	colitis
1-o-pentylglycerol	treatment	tumors
17-dmag	treatment	motor_impairments
3h-thymidine	treatment	cancer
4-hpr	treatment	nb
